0	2
0	2
0	11
0	11
0	11
0	12
0	12
0	13
0	13
0	13
0	13
0	13
1	2
1	2
1	11
1	11
1	11
1	12
1	12
1	13
1	13
1	13
1	13
1	13
2	0
2	1
2	2
2	2
2	2
2	2
2	2
2	2
2	3
2	3
2	3
2	4
2	4
2	4
2	4
2	5
2	5
2	5
2	6
2	7
2	7
2	8
2	9
2	9
2	9
2	9
2	9
2	10
2	10
2	10
2	10
2	10
2	11
2	11
2	11
2	11
2	11
2	12
2	12
2	12
2	12
2	12
2	12
2	12
2	12
2	12
2	13
2	13
2	13
2	13
2	13
2	13
2	13
2	13
2	13
3	0
3	0
3	0
3	0
3	0
3	0
3	0
3	0
3	1
3	2
3	3
3	3
3	3
3	3
3	3
3	3
3	4
3	4
3	4
3	4
3	4
3	4
3	4
3	4
3	4
3	4
3	4
3	4
3	5
3	5
3	5
3	6
3	7
3	7
3	8
3	8
3	8
3	9
3	9
3	10
3	10
3	10
3	10
3	10
3	11
3	11
3	11
3	11
3	11
3	12
3	12
3	12
4	1
4	1
4	2
4	2
4	2
4	2
4	3
4	3
4	3
4	4
4	5
4	5
4	6
4	6
4	6
4	7
4	8
4	9
4	11
4	11
4	11
4	11
4	12
4	12
4	12
4	13
4	13
4	13
4	13
4	13
4	13
5	0
5	0
5	0
5	0
5	0
5	0
5	1
5	1
5	1
5	1
5	1
5	3
5	3
5	3
5	3
5	3
5	3
5	4
5	5
5	5
5	5
5	5
5	5
5	5
5	5
5	5
5	6
5	6
5	6
5	6
5	6
5	8
5	9
5	9
5	10
5	10
5	10
5	10
5	10
5	10
5	11
5	11
5	11
5	11
5	11
5	11
5	11
5	11
5	12
5	12
5	12
5	12
5	12
5	12
5	12
5	12
5	12
5	13
5	13
5	13
5	13
5	13
5	13
5	13
5	13
5	13
6	9
6	9
6	12
6	12
6	12
6	12
6	12
6	12
6	12
6	13
6	13
6	13
6	13
6	13
7	9
7	9
7	12
7	12
7	12
7	12
7	12
7	12
7	12
7	13
7	13
7	13
7	13
8	0
8	0
8	1
8	1
8	2
8	2
8	4
8	4
8	5
8	5
8	6
8	6
8	7
8	7
8	7
8	9
8	9
8	9
8	10
8	10
8	10
8	11
8	11
8	11
8	12
8	13
8	13
8	13
9	0
9	0
9	1
9	1
9	2
9	2
9	4
9	4
9	5
9	5
9	6
9	6
9	6
9	7
9	7
9	7
9	8
9	8
9	9
9	9
9	10
9	10
9	10
9	11
9	11
9	12
9	13
10	2
10	2
10	8
10	12
11	2
11	2
11	5
11	6
11	6
11	7
11	8
11	12
11	13
12	2
12	2
12	5
12	6
12	6
12	7
12	8
12	12
12	13
13	2
13	2
13	5
13	6
13	6
13	7
13	8
13	12
13	13
14	0
14	2
14	2
14	2
14	2
14	2
14	3
14	3
14	3
14	4
14	4
14	4
14	5
14	5
14	6
14	6
14	6
14	6
14	6
14	8
14	10
14	11
14	11
14	11
14	12
14	12
14	12
14	13
14	13
14	13
14	13
14	13
14	13
14	13
15	4
15	6
16	4
16	6
16	10
16	11
16	12
17	2
17	3
17	6
17	11
17	11
17	13
17	13
17	13
18	2
18	11
19	2
19	2
19	2
19	2
19	2
19	3
19	4
19	4
19	5
19	5
19	6
19	6
19	6
19	7
19	8
19	10
19	11
19	11
19	12
19	13
19	13
19	13
19	13
19	13
20	2
20	2
20	2
20	2
20	2
20	3
20	4
20	5
20	5
20	6
20	6
20	6
20	7
20	8
20	10
20	10
20	11
20	11
20	11
20	12
20	13
20	13
20	13
21	2
21	2
21	2
21	2
21	5
21	5
21	5
21	7
21	8
21	10
21	11
21	12
21	12
21	12
21	12
21	12
21	13
21	13
21	13
22	5
22	6
22	6
22	6
