27	12
37	4
38	0
37	6
38	13
45	10
51	12
43	7
40	0
54	2
54	6
50	3
43	10
44	2
47	12
25	1
8	11
3	8
53	3
5	5
55	7
38	9
36	1
25	8
44	0
24	11
29	9
47	12
47	4
3	4
38	12
3	3
14	6
5	6
44	6
38	3
3	4
12	5
26	11
2	2
45	2
35	10
36	9
42	0
50	12
47	11
37	10
45	0
51	11
8	7
41	12
2	3
39	4
2	9
24	13
33	7
38	12
3	5
47	0
13	2
20	5
7	13
5	5
9	6
43	11
19	6
14	10
39	4
5	10
54	11
43	7
26	12
54	1
50	4
5	12
51	13
5	1
40	11
28	13
45	6
40	4
21	2
42	7
39	1
25	11
38	0
47	9
55	4
26	13
38	13
2	7
42	6
36	2
29	13
20	2
52	5
55	5
35	11
5	13
44	11
54	6
44	6
31	10
51	10
26	12
42	10
50	0
41	8
38	10
39	3
44	6
24	5
52	13
38	11
29	10
52	11
5	12
42	12
4	6
52	11
2	9
25	12
7	9
42	11
45	4
47	7
45	8
54	12
44	4
45	3
12	12
40	4
38	3
45	4
47	11
47	9
25	7
0	13
47	5
41	8
54	11
43	4
44	5
2	13
50	0
27	13
42	6
2	12
47	13
46	8
41	2
4	13
36	1
52	2
45	2
14	13
35	11
44	1
25	9
6	12
51	2
55	8
54	0
19	2
52	7
43	9
8	2
53	11
10	8
19	6
25	1
55	1
54	5
42	3
45	2
28	11
21	5
24	12
27	12
39	10
14	6
44	2
43	13
52	2
41	2
52	8
26	7
5	6
34	12
26	13
40	12
43	6
36	13
45	10
9	1
55	6
25	3
38	5
44	12
14	11
42	13
38	9
41	11
39	8
28	9
2	0
19	4
42	5
45	6
2	2
42	6
5	13
35	11
47	5
54	6
52	3
39	1
45	11
42	7
47	10
5	10
27	13
52	13
38	4
8	6
42	7
13	5
43	10
2	12
29	8
3	3
45	11
39	6
5	11
35	9
36	6
19	13
45	0
37	3
27	12
47	13
3	10
38	4
43	3
8	13
20	4
52	13
17	11
45	3
49	3
45	0
13	12
3	0
26	9
55	7
40	7
41	10
31	9
44	0
52	11
38	4
33	5
26	9
44	12
44	0
5	8
3	4
1	13
43	2
14	8
55	5
12	13
50	10
54	13
47	4
27	9
54	12
40	13
47	11
44	5
49	5
39	5
40	7
47	2
38	5
47	2
26	3
42	12
34	5
44	1
26	9
38	10
11	6
45	3
45	10
36	7
54	2
38	11
43	8
19	8
9	1
41	1
38	10
50	10
55	8
42	3
43	8
38	7
21	2
45	3
44	12
54	8
46	12
50	10
38	12
46	1
51	0
